,country_name,scale,Farm Number,type,edge density for plots m/ha,total area (ha) user input,calculated area (ha) using polygon,total perimeter (m) user input,calculated perimeter (m) using polygon
0,Brazil,Other,Farm 1,field,297.89,3.7,3.34,,1102.89
1,Brazil,Other,Farm 1,field,761.24,0.33,0.29,,248.77
2,Brazil,Other,Farm 1,field,688.02,0.44,0.4,,302.52
3,Brazil,Other,Farm 1,field,978.11,0.22,0.2,,214.7
4,Brazil,Other,Farm 2,field,241.39,3.04,3.69,,732.73
5,Brazil,Other,Farm 2,field,328.4,2.73,3.31,,895.05
6,Brazil,Other,Farm 3,field,341.86,1.43,1.24,,490.46
7,Brazil,Other,Farm 4,field,3259.36,0.02,0.01,,49.22
8,Brazil,Other,Farm 4,field,3493.76,0.01,0.01,,45.77
9,Brazil,Other,Farm 5,field,530.37,0.58,0.51,,308.83
10,Brazil,Other,Farm 6,field,1225.57,0.11,0.16,,134.08
11,Brazil,Other,Farm 6,field,605.46,0.48,0.72,,288.2
12,Brazil,Other,Farm 7,field,303.05,2.43,1.96,,735.54
13,Argentina,Other,Farm 8,field,3304.57,0.02,0.01,,50.23
14,Brazil,Other,Farm 9,field,220.07,6.64,5.26,,1462.17
15,Brazil,Other,Farm 10,field,88.42,20.64,16.93,,1825.01
16,Brazil,Other,Farm 11,field,418.24,0.92,0.81,,385.37
17,Brazil,Other,Farm 11,field,650.95,0.48,0.42,,310.63
18,Brazil,Other,Farm 11,field,595.32,0.48,0.42,,286.41
19,Brazil,Other,Farm 12,field,210.5,4.53,3.97,,953.3
20,Argentina,Other,Farm 13,field,81.89,24.32,16.54,,1991.14
21,Argentina,Other,Farm 14,field,710.22,0.32,0.14,,226.13
22,Brazil,Other,Farm 15,field,1407.01,0.13,0.11,,184.04
23,Brazil,Other,Farm 15,field,1255.04,0.12,0.1,,149.35
24,Brazil,Other,Farm 15,field,183.02,4.95,4.21,,905.97
25,Brazil,Other,Farm 15,field,1722.66,0.07,0.06,,121.1
26,Brazil,Other,Farm 15,field,1747.4,0.05,0.04,,82.65
27,Brazil,Other,Farm 11,field,225.96,3.09,2.71,,699.06
28,Argentina,Other,Farm 16,field,672.64,0.45,0.28,,302.69
29,Brazil,Other,Farm 17,field,2646.68,0.03,0.03,,87.61
30,Brazil,Other,Farm 17,field,2965.07,0.02,0.01,,49.22
31,Brazil,Other,Farm 18,field,616.12,0.54,0.42,331.0,330.85
32,Argentina,Other,Farm 19,farm_site_boundary,2419.26,0.04,0.02,93.0,92.66
33,Argentina,Other,Farm 19,garden,5041.34,0.01,0.0,32.0,31.76
34,Argentina,Other,Farm 19,greenhouse,5750.85,0.01,0.0,33.0,32.78
35,Argentina,Other,Farm 19,residence,0.0,0.0,0.0,26.0,25.61
36,Argentina,Other,Farm 19,surface_water,17306.16,0.0,0.0,10.0,10.38
37,Brazil,SPG 2023,Farm 20,residence,0.0,0.01,0.01,46.0,46.03
38,Brazil,SPG 2023,Farm 20,residence,0.0,0.01,0.01,51.0,50.78
39,Brazil,SPG 2023,Farm 20,surface_water,722.33,0.36,0.28,260.0,259.61
40,Brazil,SPG 2023,Farm 20,field,279.68,2.13,1.68,596.0,595.13
41,Brazil,SPG 2023,Farm 20,field,1328.67,0.14,0.11,183.0,183.09
42,Brazil,SPG 2023,Farm 20,greenhouse,1807.2,0.05,0.04,93.0,92.53
43,Brazil,SPG 2023,Farm 20,greenhouse,790.03,0.26,0.21,210.0,209.12
44,Brazil,SPG 2023,Farm 20,barn,0.0,0.01,0.01,38.0,38.16
45,Brazil,SPG 2023,Farm 20,barn,0.0,0.0,0.0,15.0,15.47
46,Argentina,Other,Farm 14,greenhouse,4519.43,0.02,0.01,101.0,101.24
47,Argentina,Other,Farm 14,greenhouse,5035.9,0.02,0.01,101.0,100.72
48,Argentina,Other,Farm 14,greenhouse,2981.79,0.04,0.02,108.0,107.64
49,Argentina,Other,Farm 14,greenhouse,7542.6,0.0,0.0,22.0,21.87
50,Brazil,Other,Farm 18,field,4769.21,0.08,0.06,361.0,360.55
51,Brazil,Other,Farm 18,field,1774.46,0.06,0.05,101.0,101.14
52,Brazil,Other,Farm 18,surface_water,3875.02,0.01,0.01,39.0,38.75
53,Brazil,Other,Farm 18,barn,0.0,0.02,0.02,69.0,69.44
54,Brazil,Other,Farm 18,field,313.92,3.53,2.79,1110.0,1108.93
55,Brazil,Other,Farm 18,natural_area,416.29,1.05,0.83,440.0,438.94
56,Brazil,SPG 2023,Farm 21,residence,0.0,0.01,0.01,44.0,43.42
57,Argentina,Other,Farm 22,field,396.28,1.13,0.49,446.0,446.14
58,Argentina,Other,Farm 22,barn,0.0,0.02,0.01,54.0,54.1
59,Argentina,Other,Farm 22,greenhouse,5490.39,0.01,0.0,36.0,36.24
60,Argentina,Other,Farm 22,residence,0.0,0.01,0.01,47.0,47.13
61,Argentina,Other,Farm 22,garden,605.73,0.45,0.2,273.0,272.94
62,Brazil,Other,Farm 23,ceremonial_area,0.0,0.01,0.01,34.0,33.88
63,Brazil,Other,Farm 23,garden,4305.4,0.01,0.01,40.0,39.61
64,Brazil,Other,Farm 24,farm_site_boundary,791.07,0.33,0.3,263.0,262.56
65,Brazil,Other,Farm 24,field,1871.36,0.09,0.09,176.0,175.91
66,Brazil,Other,Farm 23,field,3243.32,0.02,0.01,51.0,50.92
67,Brazil,SPG 2023,Farm 25,residence,0.0,0.01,0.01,40.0,40.01
68,Brazil,SPG 2023,Farm 25,farm_site_boundary,203.09,5.06,3.99,1029.0,1028.1
69,Brazil,SPG 2023,Farm 25,field,359.91,1.36,1.07,491.0,490.52
70,Brazil,SPG 2023,Farm 25,natural_area,875.35,0.3,0.24,266.0,265.06
71,Brazil,SPG 2023,Farm 25,natural_area,531.11,1.02,0.81,545.0,544.23
72,Brazil,SPG 2023,Farm 21,field,357.94,2.95,2.33,1058.0,1056.98
73,Brazil,SPG 2023,Farm 21,field,440.65,3.0,2.37,1326.0,1323.64
74,Brazil,SPG 2023,Farm 21,natural_area,1075.53,1.27,1.0,1368.0,1365.93
75,Brazil,SPG 2023,Farm 21,natural_area,1001.64,0.38,0.3,383.0,381.62
76,Brazil,SPG 2023,Farm 21,natural_area,1279.42,0.19,0.15,241.0,240.53
77,Brazil,SPG 2023,Farm 21,barn,0.0,0.01,0.01,45.0,44.94
78,Brazil,SPG 2023,Farm 21,natural_area,954.94,0.25,0.2,239.0,238.83
79,Brazil,SPG 2023,Farm 21,natural_area,789.39,0.29,0.23,228.0,227.66
80,Brazil,SPG 2023,Farm 21,natural_area,442.98,1.14,0.9,507.0,506.14
81,Brazil,SPG 2023,Farm 21,field,381.55,1.17,0.93,449.0,448.02
82,Brazil,SPG 2023,Farm 21,natural_area,910.38,0.74,0.58,674.0,672.32
83,Brazil,SPG 2023,Farm 21,barn,0.0,0.06,0.05,138.0,138.0
84,Brazil,SPG 2023,Farm 26,farm_site_boundary,105.13,15.5,12.25,1632.0,1629.46
85,Brazil,SPG 2023,Farm 26,field,280.12,2.42,1.92,680.0,678.93
86,Brazil,SPG 2023,Farm 26,field,375.75,3.1,2.45,1167.0,1165.83
87,Brazil,SPG 2023,Farm 27,residence,0.0,0.02,0.02,62.0,61.74
88,Brazil,SPG 2023,Farm 27,barn,0.0,0.01,0.01,49.0,49.05
89,Brazil,SPG 2023,Farm 27,barn,0.0,0.35,0.28,375.0,374.63
90,Brazil,SPG 2023,Farm 28,field,466.12,0.75,0.91,353.0,351.59
91,Brazil,SPG 2023,Farm 29,field,215.75,3.74,4.5,810.0,807.67
92,Brazil,SPG 2023,Farm 29,field,668.24,0.36,0.44,244.0,242.84
93,Brazil,SPG 2023,Farm 29,field,2092.96,0.04,0.04,77.0,76.39
94,Brazil,SPG 2023,Farm 30,field,202.75,4.28,5.14,870.0,867.18
95,Brazil,SPG 2023,Farm 31,farm_site_boundary,191.5,7.39,5.91,1418.0,1415.69
96,Brazil,SPG 2023,Farm 31,field,555.83,0.55,0.44,305.0,304.65
97,Brazil,SPG 2023,Farm 31,field,874.34,0.34,0.27,293.0,292.99
98,Brazil,SPG 2023,Farm 31,surface_water,2101.98,0.04,0.03,77.0,77.14
99,Brazil,SPG 2023,Farm 31,field,890.1,0.34,0.27,299.0,298.63
100,Brazil,SPG 2023,Farm 31,greenhouse,2198.94,0.04,0.03,87.0,87.08
101,Brazil,SPG 2023,Farm 31,residence,0.0,0.01,0.01,42.0,42.21
102,Brazil,SPG 2023,Farm 32,residence,0.0,0.02,0.02,61.0,60.53
103,Brazil,Other,Farm 33,residence,0.0,0.02,0.02,57.0,57.25
104,Brazil,Other,Farm 33,greenhouse,2163.24,0.06,0.05,132.0,131.09
105,Brazil,Other,Farm 33,greenhouse,2012.26,0.06,0.05,127.0,126.17
106,Brazil,Other,Farm 33,surface_water,1504.77,0.06,0.05,97.0,97.06
107,Brazil,Other,Farm 33,surface_water,2160.9,0.04,0.04,96.0,95.73
108,Brazil,Other,Farm 33,farm_site_boundary,388.47,1.84,1.47,717.0,714.6
109,Brazil,Other,Farm 33,field,809.24,0.29,0.23,236.0,235.0
110,Brazil,Other,Farm 33,field,1411.09,0.1,0.08,140.0,139.7
111,Brazil,SPG 2023,Farm 32,farm_site_boundary,174.85,19.74,15.78,3458.0,3450.77
112,Brazil,Other,Farm 33,surface_water,4197.62,0.01,0.01,41.0,40.72
113,Brazil,SPG 2023,Farm 32,field,589.51,0.64,0.51,380.0,379.05
114,Brazil,SPG 2023,Farm 32,field,601.27,0.67,0.54,404.0,403.39
115,Brazil,SPG 2023,Farm 32,field,786.8,0.36,0.29,287.0,286.32
116,Brazil,SPG 2023,Farm 32,natural_area,789.93,0.94,0.75,747.0,745.14
117,Brazil,SPG 2023,Farm 32,natural_area,267.66,2.49,1.99,668.0,666.34
118,Brazil,SPG 2023,Farm 32,natural_area,596.54,0.68,0.54,404.0,403.56
119,Brazil,SPG 2023,Farm 32,natural_area,415.79,1.31,1.05,547.0,545.02
120,Brazil,SPG 2023,Farm 32,field,655.41,0.58,0.46,379.0,378.7
121,Brazil,SPG 2023,Farm 32,field,393.59,1.28,1.02,503.0,502.11
122,Brazil,SPG 2023,Farm 32,field,361.23,2.17,1.74,787.0,785.49
123,Brazil,SPG 2023,Farm 32,field,713.6,0.66,0.53,473.0,471.9
124,Brazil,SPG 2023,Farm 32,field,413.35,1.96,1.57,814.0,811.86
125,Brazil,SPG 2023,Farm 32,natural_area,1285.65,0.26,0.21,333.0,332.21
126,Brazil,SPG 2023,Farm 32,natural_area,1316.03,0.14,0.11,188.0,187.27
127,Brazil,SPG 2023,Farm 32,natural_area,1223.53,0.21,0.17,254.0,253.39
128,Brazil,SPG 2023,Farm 32,natural_area,1842.4,0.08,0.07,153.0,152.55
129,Brazil,SPG 2023,Farm 32,natural_area,667.12,0.49,0.39,326.0,325.22
130,Brazil,SPG 2023,Farm 32,field,355.61,2.7,2.16,963.0,960.79
131,Brazil,SPG 2023,Farm 32,field,746.0,0.39,0.31,289.0,288.77
132,Brazil,SPG 2023,Farm 34,field,960.44,0.2,0.16,194.0,193.72
133,Brazil,SPG 2023,Farm 34,natural_area,1898.04,0.11,0.09,207.0,206.32
134,Brazil,SPG 2023,Farm 34,greenhouse,4471.98,0.02,0.02,111.0,110.46
135,Brazil,SPG 2023,Farm 34,natural_area,1026.31,1.04,0.83,1069.0,1067.97
136,Brazil,SPG 2023,Farm 34,natural_area,1422.96,0.2,0.16,289.0,288.86
137,Brazil,SPG 2023,Farm 34,field,704.73,0.82,0.65,575.0,574.7
138,Brazil,SPG 2023,Farm 34,field,3024.31,0.02,0.02,64.0,63.51
139,Brazil,SPG 2023,Farm 34,residence,0.0,0.02,0.01,53.0,52.7
140,Brazil,SPG 2023,Farm 34,barn,0.0,0.0,0.0,27.0,26.68
141,Brazil,SPG 2023,Farm 34,barn,0.0,0.01,0.01,44.0,44.28
142,Brazil,SPG 2023,Farm 34,surface_water,1713.35,0.06,0.05,101.0,100.75
143,Brazil,SPG 2023,Farm 34,barn,0.0,0.02,0.02,80.0,79.53
144,Brazil,Other,Farm 35,surface_water,33986.69,0.0,0.0,7.0,6.8
145,Brazil,Other,Farm 36,field,1050.91,0.15,0.13,157.0,157.11
146,Brazil,Other,Farm 36,field,1087.16,0.16,0.14,175.0,175.14
147,Brazil,Other,Farm 36,field,1204.09,0.16,0.14,189.0,188.08
148,Brazil,SPG 2023,Farm 20,barn,0.0,0.02,0.02,65.0,64.49
149,Brazil,Other,Farm 36,field,2541.47,0.03,0.03,78.0,77.51
150,Brazil,SPG 2023,Farm 20,field,450.24,0.95,0.75,429.0,428.58
151,Brazil,Other,Farm 36,field,8322.56,0.01,0.01,55.0,54.93
152,Brazil,Other,Farm 36,field,2168.98,0.07,0.06,153.0,153.13
153,Brazil,Other,Farm 37,farm_site_boundary,170.33,10.93,9.28,1861.0,1861.18
154,Brazil,Other,Farm 37,residence,0.0,0.12,0.11,149.0,148.74
155,Brazil,Other,Farm 37,field,752.95,0.31,0.26,236.0,235.07
156,Brazil,Other,Farm 37,field,941.04,0.21,0.18,199.0,198.09
157,Brazil,Other,Farm 37,surface_water,1164.62,0.14,0.12,162.0,162.23
158,Brazil,Other,Farm 37,field,412.92,1.13,0.96,466.0,465.19
159,Brazil,Other,Farm 37,field,661.6,0.37,0.32,247.0,246.51
160,Brazil,Other,Farm 37,field,429.59,0.99,0.84,425.0,424.18
161,Brazil,Other,Farm 37,field,1880.86,0.05,0.04,87.0,86.9
162,Brazil,Other,Farm 37,natural_area,668.96,0.41,0.35,272.0,272.0
163,Brazil,Other,Farm 37,field,960.51,0.32,0.27,309.0,308.52
164,Brazil,Other,Farm 37,field,552.24,0.68,0.58,376.0,375.53
165,Brazil,Other,Farm 37,field,524.33,0.58,0.49,305.0,304.48
166,Brazil,Other,Farm 37,field,928.22,0.29,0.24,267.0,266.58
167,Brazil,Other,Farm 37,barn,0.0,0.08,0.07,113.0,112.66
168,Brazil,Other,Farm 37,field,622.37,0.65,0.56,408.0,407.53
169,Brazil,Other,Farm 37,field,784.58,0.33,0.28,257.0,257.11
170,Brazil,Other,Farm 37,field,623.74,0.5,0.43,315.0,314.61
171,Brazil,Other,Farm 37,field,483.3,0.82,0.7,397.0,397.13
172,Brazil,Other,Farm 37,field,563.79,0.8,0.68,454.0,452.44
173,Brazil,Other,Farm 37,field,499.96,0.62,0.53,313.0,312.22
174,Brazil,Other,Farm 37,field,1534.01,0.12,0.1,182.0,181.32
175,Brazil,Other,Farm 37,field,1717.27,0.06,0.05,103.0,102.52
176,Brazil,Other,Farm 37,field,1656.47,0.06,0.05,96.0,95.74
177,Brazil,Other,Farm 37,field,1198.27,0.12,0.1,139.0,138.4
178,Brazil,Other,Farm 37,field,1025.38,0.23,0.2,238.0,237.48
179,Brazil,SPG 2023,Farm 38,natural_area,389.27,1.11,0.87,434.0,432.94
180,Brazil,SPG 2023,Farm 38,residence,0.0,0.01,0.01,46.0,45.67
181,Brazil,SPG 2023,Farm 38,barn,0.0,0.01,0.01,39.0,38.61
182,Brazil,SPG 2023,Farm 39,residence,0.0,0.01,0.01,34.0,34.32
183,Brazil,SPG 2023,Farm 40,farm_site_boundary,322.67,3.0,2.41,972.0,968.65
184,Brazil,SPG 2023,Farm 40,surface_water,1850.19,0.08,0.07,153.0,152.64
185,Brazil,SPG 2023,Farm 40,residence,0.0,0.02,0.01,52.0,51.48
186,Brazil,Larisse Local & SPG 2023,Farm 41,barn,0.0,0.05,0.05,95.0,94.77
187,Brazil,Other,Farm 42,farm_site_boundary,172.96,8.81,7.49,1524.0,1524.08
188,Brazil,Other,Farm 42,residence,0.0,0.11,0.09,136.0,136.28
189,Brazil,Other,Farm 42,field,285.3,2.32,1.97,662.0,661.19
190,Brazil,Other,Farm 42,field,367.47,2.07,1.76,763.0,762.29
191,Brazil,Other,Farm 42,garden,980.29,0.32,0.28,319.0,318.1
192,Brazil,Other,Farm 42,natural_area,444.0,0.93,0.79,413.0,411.76
193,Brazil,SPG 2023,Farm 43,farm_site_boundary,118.98,12.54,15.2,1498.0,1491.44
194,Brazil,SPG 2023,Farm 43,natural_area,159.03,6.99,8.48,1115.0,1111.62
195,Brazil,SPG 2023,Farm 43,field,1141.06,0.15,0.19,177.0,176.07
196,Brazil,SPG 2023,Farm 43,field,662.87,0.94,1.14,625.0,622.83
197,Brazil,SPG 2023,Farm 43,field,872.16,0.23,0.28,205.0,204.61
198,Brazil,SPG 2023,Farm 43,natural_area,1400.48,0.23,0.28,321.0,319.87
199,Brazil,SPG 2023,Farm 43,field,872.47,0.25,0.3,216.0,214.89
200,Brazil,SPG 2023,Farm 43,natural_area,614.08,0.6,0.73,370.0,369.0
201,Brazil,SPG 2023,Farm 43,field,635.5,0.66,0.8,422.0,420.7
202,Brazil,SPG 2023,Farm 43,field,1107.56,0.13,0.16,146.0,145.98
203,Brazil,SPG 2023,Farm 43,field,655.25,0.41,0.5,269.0,268.13
204,Brazil,Larisse Local & SPG 2023,Farm 44,greenhouse,3236.72,0.03,0.03,108.0,107.14
205,Brazil,Larisse Local,Farm 45,farm_site_boundary,114.39,18.7,16.24,2146.0,2139.53
206,Brazil,Larisse Local,Farm 45,residence,0.0,0.02,0.01,53.0,52.84
207,Brazil,Larisse Local,Farm 45,residence,0.0,0.01,0.01,70.0,69.5
208,Brazil,Larisse Local,Farm 45,barn,0.0,0.0,0.0,20.0,19.9
209,Brazil,Larisse Local,Farm 45,surface_water,2229.74,0.03,0.03,76.0,76.03
210,Brazil,Larisse Local,Farm 45,surface_water,4311.95,0.01,0.01,40.0,39.67
211,Brazil,Larisse Local,Farm 45,surface_water,7683.78,0.0,0.0,23.0,23.05
212,Brazil,Larisse Local,Farm 45,field,633.91,0.46,0.4,294.0,293.12
213,Brazil,Larisse Local,Farm 45,field,570.82,0.54,0.47,311.0,310.18
214,Brazil,Larisse Local,Farm 45,field,929.55,0.2,0.17,182.0,182.01
215,Brazil,Larisse Local,Farm 45,field,1015.89,0.14,0.13,147.0,146.59
216,Brazil,Larisse Local,Farm 45,field,799.15,0.36,0.31,288.0,287.13
217,Brazil,Larisse Local,Farm 45,field,806.85,0.25,0.22,202.0,201.55
218,Brazil,Larisse Local,Farm 45,field,1535.62,0.06,0.06,100.0,99.66
219,Brazil,Larisse Local,Farm 45,field,1293.8,0.09,0.08,118.0,117.61
220,Brazil,Larisse Local,Farm 45,field,1820.43,0.05,0.04,84.0,83.92
221,Brazil,Larisse Local & SPG 2023,Farm 46,farm_site_boundary,129.8,10.6,9.15,1378.0,1375.93
222,Brazil,SPG 2023,Farm 47,greenhouse,4134.16,0.02,0.01,73.0,72.76
223,Brazil,SPG 2023,Farm 47,greenhouse,5914.6,0.01,0.0,31.0,31.35
224,Brazil,SPG 2023,Farm 47,garden,754.65,0.36,0.28,272.0,271.3
225,Brazil,SPG 2023,Farm 47,surface_water,2022.2,0.04,0.03,75.0,74.62
226,Brazil,SPG 2023,Farm 47,surface_water,1431.29,0.09,0.07,128.0,128.24
227,Brazil,SPG 2023,Farm 47,surface_water,2196.93,0.03,0.02,67.0,67.01
228,Brazil,SPG 2023,Farm 47,field,1793.18,0.06,0.05,103.0,103.11
229,Brazil,SPG 2023,Farm 47,field,2573.21,0.03,0.03,86.0,85.69
230,Brazil,SPG 2023,Farm 48,field,283.53,5.99,7.24,1704.0,1698.39
231,Brazil,SPG 2023,Farm 48,field,1401.17,0.19,0.23,265.0,263.84
232,Brazil,SPG 2023,Farm 48,field,984.11,0.55,0.66,538.0,536.73
233,Brazil,SPG 2023,Farm 49,farm_site_boundary,154.54,8.69,10.54,1346.0,1343.47
234,Brazil,SPG 2023,Farm 49,natural_area,345.23,1.85,2.24,640.0,638.68
235,Brazil,SPG 2023,Farm 49,natural_area,633.2,0.61,0.74,389.0,388.03
236,Brazil,SPG 2023,Farm 49,garden,1719.4,0.1,0.12,175.0,174.52
237,Brazil,SPG 2023,Farm 49,field,1508.95,0.07,0.08,103.0,102.76
238,Brazil,SPG 2023,Farm 49,field,1259.05,0.24,0.29,300.0,299.03
239,Brazil,SPG 2023,Farm 49,field,613.81,0.54,0.66,334.0,333.05
240,Brazil,SPG 2023,Farm 49,natural_area,306.32,2.58,3.13,792.0,789.67
241,Brazil,SPG 2023,Farm 49,natural_area,1057.93,0.38,0.46,407.0,405.61
242,Brazil,SPG 2023,Farm 49,natural_area,355.16,1.56,1.89,555.0,553.1
243,Brazil,SPG 2023,Farm 49,surface_water,1847.98,0.13,0.15,234.0,233.22
244,Brazil,SPG 2023,Farm 49,natural_area,1692.32,0.14,0.16,231.0,230.16
245,Brazil,SPG 2023,Farm 49,field,1670.11,0.06,0.07,102.0,102.04
246,Brazil,SPG 2023,Farm 49,field,1175.48,0.28,0.34,330.0,329.02
247,Brazil,Larisse Local & SPG 2023,Farm 50,farm_site_boundary,181.22,9.84,8.49,1784.0,1782.82
248,Brazil,Larisse Local & SPG 2023,Farm 50,farm_site_boundary,769.51,0.58,0.5,448.0,447.93
249,Brazil,Larisse Local & SPG 2023,Farm 50,residence,0.0,0.02,0.02,62.0,61.43
250,Brazil,Larisse Local & SPG 2023,Farm 50,surface_water,1106.36,0.14,0.12,160.0,159.76
251,Brazil,Larisse Local & SPG 2023,Farm 50,surface_water,1268.84,0.1,0.09,131.0,130.69
252,Brazil,Larisse Local & SPG 2023,Farm 46,residence,0.0,0.02,0.01,53.0,52.61
253,Brazil,Larisse Local & SPG 2023,Farm 46,garden,1955.85,0.05,0.04,90.0,89.97
254,Brazil,Larisse Local & SPG 2023,Farm 46,greenhouse,5211.3,0.01,0.01,34.0,34.39
255,Brazil,Larisse Local & SPG 2023,Farm 46,barn,0.0,0.01,0.01,38.0,37.89
256,Brazil,SPG 2023,Farm 51,farm_site_boundary,161.79,8.0,9.66,1299.0,1293.85
257,Brazil,SPG 2023,Farm 20,farm_site_boundary,117.53,13.4,10.57,1579.0,1575.11
258,Brazil,SPG 2023,Farm 20,natural_area,310.42,2.82,2.22,876.0,874.17
259,Brazil,SPG 2023,Farm 20,surface_water,2627.88,0.02,0.02,58.0,58.34
260,Brazil,SPG 2023,Farm 20,field,504.73,1.28,1.01,647.0,645.4
261,Brazil,SPG 2023,Farm 20,field,516.12,0.9,0.71,466.0,465.18
262,Brazil,SPG 2023,Farm 20,natural_area,595.16,1.79,1.42,1071.0,1068.2
263,Brazil,SPG 2023,Farm 20,natural_area,971.71,0.69,0.54,672.0,670.77
264,Brazil,SPG 2023,Farm 20,field,721.42,0.4,0.31,287.0,286.76
265,Brazil,SPG 2023,Farm 48,natural_area,1273.3,0.21,0.26,270.0,269.05
266,Brazil,SPG 2023,Farm 48,natural_area,1935.06,0.13,0.16,252.0,250.59
267,Brazil,SPG 2023,Farm 52,natural_area,1242.23,0.19,0.23,232.0,231.55
268,Brazil,SPG 2023,Farm 52,natural_area,712.04,0.36,0.44,258.0,257.19
269,Brazil,SPG 2023,Farm 51,field,570.52,1.1,1.33,630.0,627.29
270,Brazil,SPG 2023,Farm 25,field,407.41,1.18,0.93,481.0,479.97
271,Brazil,SPG 2023,Farm 25,field,665.63,0.46,0.37,310.0,309.05
272,Brazil,Other,Farm 18,field,454.68,0.99,0.78,449.0,448.63
273,Brazil,Other,Farm 18,field,632.33,0.42,0.34,269.0,268.61
274,Brazil,Other,Farm 18,natural_area,941.06,0.34,0.27,320.0,319.3
275,Brazil,Other,Farm 18,natural_area,435.85,1.54,1.21,671.0,669.86
276,Brazil,Other,Farm 18,field,284.19,3.05,2.41,868.0,866.78
277,Brazil,Other,Farm 18,farm_site_boundary,102.92,16.02,12.66,1651.0,1649.02
278,Brazil,Other,Farm 18,field,418.64,1.06,0.84,447.0,445.64
279,Brazil,Other,Farm 18,field,897.54,0.2,0.16,184.0,183.46
280,Brazil,Other,Farm 18,field,689.33,0.54,0.42,371.0,370.38
281,Brazil,Other,Farm 18,field,423.29,1.13,0.89,478.0,477.26
282,Brazil,SPG 2023,Farm 21,surface_water,4527.69,0.15,0.12,697.0,695.91
283,Brazil,SPG 2023,Farm 21,farm_site_boundary,121.57,15.04,11.87,1829.0,1828.05
284,Brazil,SPG 2023,Farm 21,field,696.76,0.9,0.71,630.0,629.25
285,Argentina,Other,Farm 53,garden,4351.39,0.02,0.01,103.0,103.13
286,Argentina,Other,Farm 53,garden,4025.3,0.03,0.01,105.0,105.06
287,Argentina,Other,Farm 53,greenhouse,3292.92,0.04,0.02,115.0,115.25
288,Argentina,Other,Farm 53,barn,0.0,0.01,0.0,48.0,47.65
289,Argentina,Other,Farm 53,garden,3647.0,0.03,0.01,105.0,105.4
290,Argentina,Other,Farm 53,garden,6073.86,0.02,0.01,100.0,100.22
291,Argentina,Other,Farm 53,greenhouse,9983.81,0.0,0.0,24.0,23.96
292,Brazil,SPG 2023,Farm 34,greenhouse,4941.54,0.01,0.01,40.0,39.53
293,Brazil,SPG 2023,Farm 34,field,1910.93,0.08,0.06,144.0,143.51
294,Brazil,SPG 2023,Farm 34,field,71.12,3.0,0.18,214.0,213.37
295,Brazil,SPG 2023,Farm 34,farm_site_boundary,116.8,11.54,9.16,1351.0,1348.38
296,Brazil,SPG 2023,Farm 34,surface_water,7269.54,0.0,0.0,23.0,23.26
297,Brazil,SPG 2023,Farm 34,field,370.39,2.18,1.73,807.0,806.07
298,Brazil,Other,Farm 54,farm_site_boundary,250.29,2.92,2.91,734.0,731.61
299,Brazil,SPG 2023,Farm 40,field,942.2,0.21,0.17,198.0,197.39
300,Brazil,SPG 2023,Farm 40,field,1060.16,0.2,0.16,212.0,211.61
301,Brazil,SPG 2023,Farm 40,field,1449.66,0.14,0.11,205.0,204.69
302,Brazil,SPG 2023,Farm 40,field,1306.78,0.18,0.14,231.0,230.39
303,Brazil,SPG 2023,Farm 40,field,907.54,0.27,0.21,241.0,241.13
304,Brazil,SPG 2023,Farm 40,field,1042.96,0.18,0.14,186.0,185.86
305,Brazil,SPG 2023,Farm 40,greenhouse,3305.31,0.04,0.04,145.0,145.43
306,Brazil,SPG 2023,Farm 40,greenhouse,3066.48,0.05,0.04,154.0,153.63
307,Brazil,SPG 2023,Farm 40,greenhouse,2703.5,0.06,0.05,155.0,155.18
308,Brazil,SPG 2023,Farm 40,greenhouse,1768.26,0.09,0.07,164.0,164.27
309,Brazil,SPG 2023,Farm 39,farm_site_boundary,323.78,1.78,1.43,579.0,577.72
310,Brazil,SPG 2023,Farm 55,farm_site_boundary,156.46,14.72,11.76,2312.0,2302.47
311,Brazil,SPG 2023,Farm 55,residence,0.0,0.01,0.01,40.0,39.56
312,Brazil,SPG 2023,Farm 55,field,417.87,1.0,0.8,417.0,416.49
313,Brazil,SPG 2023,Farm 55,field,685.05,0.38,0.3,258.0,257.51
314,Brazil,SPG 2023,Farm 55,field,968.75,0.27,0.22,266.0,265.15
315,Brazil,SPG 2023,Farm 55,field,955.41,0.24,0.19,226.0,225.48
316,Brazil,SPG 2023,Farm 55,field,537.8,0.65,0.52,352.0,350.54
317,Brazil,SPG 2023,Farm 55,field,427.29,1.0,0.87,428.0,427.29
318,Brazil,SPG 2023,Farm 55,field,2731.15,0.1,0.35,273.0,273.11
319,Brazil,SPG 2023,Farm 55,field,833.02,0.28,0.22,232.0,231.58
320,Brazil,SPG 2023,Farm 55,field,802.61,0.36,0.29,289.0,288.22
321,Brazil,SPG 2023,Farm 55,field,406.17,1.08,0.86,438.0,437.2
322,Brazil,SPG 2023,Farm 55,surface_water,2318.08,0.03,0.03,73.0,73.25
323,Brazil,SPG 2023,Farm 32,greenhouse,3191.63,0.02,0.02,65.0,64.47
324,Brazil,SPG 2023,Farm 32,greenhouse,4272.82,0.01,0.01,56.0,55.55
325,Brazil,SPG 2023,Farm 32,greenhouse,1375.75,0.08,0.07,117.0,116.94
