,country_name,scale,type,Shape Index
111,Brazil,SPG 2023,farm_site_boundary,2.171409322925849
112,Brazil,Other,surface_water,1.1573915518995537
113,Brazil,SPG 2023,field,1.3215970393454204
114,Brazil,SPG 2023,field,1.376878796955384
115,Brazil,SPG 2023,field,1.3269460543289064
116,Brazil,SPG 2023,natural_area,2.1448465586413823
117,Brazil,SPG 2023,natural_area,1.1806145634918273
118,Brazil,SPG 2023,natural_area,1.3716389563043
119,Brazil,SPG 2023,natural_area,1.330720125274827
120,Brazil,SPG 2023,field,1.3927759524574537
121,Brazil,SPG 2023,field,1.2427305322241828
122,Brazil,SPG 2023,field,1.4890751628762333
123,Brazil,SPG 2023,field,1.622201440213816
124,Brazil,SPG 2023,field,1.6193438139952319
125,Brazil,SPG 2023,natural_area,1.8267626320578436
126,Brazil,SPG 2023,natural_area,1.3877138615523699
127,Brazil,SPG 2023,natural_area,1.5564167875262147
128,Brazil,SPG 2023,natural_area,1.481724538344831
129,Brazil,SPG 2023,natural_area,1.3020416489106443
130,Brazil,SPG 2023,field,1.6339222178411357
131,Brazil,SPG 2023,field,1.2974914309805137
132,Brazil,SPG 2023,field,1.210768969946886
133,Brazil,SPG 2023,natural_area,1.756804199808698
134,Brazil,SPG 2023,greenhouse,1.9743830276045944
135,Brazil,SPG 2023,natural_area,2.9388239929150033
136,Brazil,SPG 2023,natural_area,1.7997280675239058
137,Brazil,SPG 2023,field,1.7863789758389115
138,Brazil,SPG 2023,field,1.2299457070282842
139,Brazil,SPG 2023,residence,1.123582088294063
140,Brazil,SPG 2023,barn,1.23262984905478
141,Brazil,SPG 2023,barn,1.1400163982230178
142,Brazil,SPG 2023,surface_water,1.1663784649760174
143,Brazil,SPG 2023,barn,1.582931752359531
144,Brazil,Other,surface_water,1.3105668767290461
145,Brazil,Other,field,1.0853187836868687
146,Brazil,Other,field,1.165514685621323
147,Brazil,Other,field,1.2710358900685341
148,Brazil,SPG 2023,barn,1.150903888976081
149,Brazil,Other,field,1.1845388995902952
150,Brazil,SPG 2023,field,1.2363698449602183
151,Brazil,Other,field,1.8050091609317902
152,Brazil,Other,field,1.5388504643292193
153,Brazil,Other,farm_site_boundary,1.527773657172347
154,Brazil,Other,residence,1.1448947227344763
155,Brazil,Other,field,1.141677430310769
156,Brazil,Other,field,1.1716640609320812
157,Brazil,Other,surface_water,1.1795806859533626
158,Brazil,Other,field,1.1892261297172617
159,Brazil,Other,field,1.09579180085412
160,Brazil,Other,field,1.1583657254404738
161,Brazil,Other,field,1.0967579138454029
162,Brazil,Other,natural_area,1.1574030940748856
163,Brazil,Other,field,1.4771378602997371
164,Brazil,Other,field,1.235726751739181
165,Brazil,Other,field,1.0842388407509518
166,Brazil,Other,field,1.3497994472752348
167,Brazil,Other,barn,1.1009007999506089
168,Brazil,Other,field,1.3665450063051257
169,Brazil,Other,field,1.2186352171228991
170,Brazil,Other,field,1.2020060445669845
171,Brazil,Other,field,1.1887186094812645
172,Brazil,Other,field,1.370405313740737
173,Brazil,Other,field,1.0720064535060476
174,Brazil,Other,field,1.4309959874858564
175,Brazil,Other,field,1.138504039511071
176,Brazil,Other,field,1.0810322899245477
177,Brazil,Other,field,1.1048711016082862
178,Brazil,Other,field,1.3388652465734026
179,Brazil,SPG 2023,natural_area,1.1573968356807471
180,Brazil,SPG 2023,residence,1.1697168540498746
181,Brazil,SPG 2023,barn,1.1377299581462055
182,Brazil,SPG 2023,residence,1.1192813892941773
183,Brazil,SPG 2023,farm_site_boundary,1.5590437875273275
184,Brazil,SPG 2023,surface_water,1.482194592898283
185,Brazil,SPG 2023,residence,1.1060925186985446
186,Brazil,Larisse Local & SPG 2023,barn,1.0907259664605757
187,Brazil,Other,farm_site_boundary,1.391868690759377
188,Brazil,Other,residence,1.1192054504316682
189,Brazil,Other,field,1.1774234756919781
190,Brazil,Other,field,1.4347723854701875
191,Brazil,Other,garden,1.5139254876474588
192,Brazil,Other,natural_area,1.1590869152556136
193,Brazil,SPG 2023,farm_site_boundary,0.9563048978228448
194,Brazil,SPG 2023,natural_area,0.954197564507474
195,Brazil,SPG 2023,field,1.0176685005811006
196,Brazil,SPG 2023,field,1.4586515806388323
197,Brazil,SPG 2023,field,0.9590390123144713
198,Brazil,SPG 2023,natural_area,1.5195438603190796
199,Brazil,SPG 2023,field,0.9829233721607836
200,Brazil,SPG 2023,natural_area,1.0805939664699586
201,Brazil,SPG 2023,field,1.1738401368800004
202,Brazil,SPG 2023,field,0.9126795090020359
203,Brazil,SPG 2023,field,0.9515609337858808
204,Brazil,Larisse Local & SPG 2023,greenhouse,1.5760227135627687
205,Brazil,Larisse Local,farm_site_boundary,1.3274032997751595
206,Brazil,Larisse Local,residence,1.0957440554009592
207,Brazil,Larisse Local,residence,1.5903815977998548
208,Brazil,Larisse Local,barn,1.1385543044156692
209,Brazil,Larisse Local,surface_water,1.1044634172510144
210,Brazil,Larisse Local,surface_water,1.111236197142008
211,Brazil,Larisse Local,surface_water,1.1244459919221839
212,Brazil,Larisse Local,field,1.156578427480821
213,Brazil,Larisse Local,field,1.12903662353203
214,Brazil,Larisse Local,field,1.1037307931212834
215,Brazil,Larisse Local,field,1.0353655697203243
216,Brazil,Larisse Local,field,1.2853505105971874
217,Brazil,Larisse Local,field,1.0821044211880955
218,Brazil,Larisse Local,field,1.049930448345497
219,Brazil,Larisse Local,field,1.0463974407707959
220,Brazil,Larisse Local,field,1.0491057722055945
221,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.1368933623473272
222,Brazil,SPG 2023,greenhouse,1.5455837233095067
223,Brazil,SPG 2023,greenhouse,1.2111504518127436
224,Brazil,SPG 2023,garden,1.2745598320850173
225,Brazil,SPG 2023,surface_water,1.0939557971382696
226,Brazil,SPG 2023,surface_water,1.207148318480124
227,Brazil,SPG 2023,surface_water,1.0800368421388369
228,Brazil,SPG 2023,field,1.2116428668572161
229,Brazil,SPG 2023,field,1.3220013595589943
230,Brazil,SPG 2023,field,1.5782636345534522
231,Brazil,SPG 2023,field,1.3828911766158416
232,Brazil,SPG 2023,field,1.6530098537739855
233,Brazil,SPG 2023,farm_site_boundary,1.0343275170789425
234,Brazil,SPG 2023,natural_area,1.065894792629893
235,Brazil,SPG 2023,natural_area,1.1252112313015612
236,Brazil,SPG 2023,garden,1.2432998687794419
237,Brazil,SPG 2023,field,0.894016948412799
238,Brazil,SPG 2023,field,1.3927932320847478
239,Brazil,SPG 2023,field,1.0263509433755444
240,Brazil,SPG 2023,natural_area,1.1164534908511006
241,Brazil,SPG 2023,natural_area,1.4870752892781494
242,Brazil,SPG 2023,natural_area,1.0060790568345415
243,Brazil,SPG 2023,surface_water,1.4901385423568496
244,Brazil,SPG 2023,natural_area,1.4168599884986801
245,Brazil,SPG 2023,field,0.937221090847753
246,Brazil,SPG 2023,field,1.4116539407726272
247,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.5297370391101637
248,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.5801058943473651
249,Brazil,Larisse Local & SPG 2023,residence,1.157992436988798
250,Brazil,Larisse Local & SPG 2023,surface_water,1.1315321472696107
251,Brazil,Larisse Local & SPG 2023,surface_water,1.0960168740188296
252,Brazil,Larisse Local & SPG 2023,residence,1.083529775747409
253,Brazil,Larisse Local & SPG 2023,garden,1.1281285602174937
254,Brazil,Larisse Local & SPG 2023,greenhouse,1.1419974775620005
255,Brazil,Larisse Local & SPG 2023,barn,1.089366985352307
256,Brazil,SPG 2023,farm_site_boundary,1.040525887135657
257,Brazil,SPG 2023,farm_site_boundary,1.2110047748769734
258,Brazil,SPG 2023,natural_area,1.4661701267233773
259,Brazil,SPG 2023,surface_water,1.1022368494763894
260,Brazil,SPG 2023,field,1.6064218710083789
261,Brazil,SPG 2023,field,1.3790605140961965
262,Brazil,SPG 2023,natural_area,2.2441741489392726
263,Brazil,SPG 2023,natural_area,2.2722540866735916
264,Brazil,SPG 2023,field,1.2801992696091697
265,Brazil,SPG 2023,natural_area,1.331380105762867
266,Brazil,SPG 2023,natural_area,1.5837901882701508
267,Brazil,SPG 2023,natural_area,1.2195284386577283
268,Brazil,SPG 2023,natural_area,0.9731022971620015
269,Brazil,SPG 2023,field,1.3605419147012687
270,Brazil,SPG 2023,field,1.2454085059592852
271,Brazil,SPG 2023,field,1.2773197550541344
272,Brazil,Other,field,1.270123475612252
273,Brazil,Other,field,1.1589907852515435
274,Brazil,Other,natural_area,1.5415403549580653
275,Brazil,Other,natural_area,1.5194681198474078
276,Brazil,Other,field,1.3957265902310894
277,Brazil,Other,farm_site_boundary,1.1585103677230282
278,Brazil,Other,field,1.2147105196975971
279,Brazil,Other,field,1.1411547641175082
280,Brazil,Other,field,1.420902081748858
281,Brazil,Other,field,1.2640018357227034
282,Brazil,SPG 2023,surface_water,4.993347963222531
283,Brazil,SPG 2023,farm_site_boundary,1.3262591268264712
284,Brazil,SPG 2023,field,1.8627232020850644
285,Argentina,Other,garden,2.5511642420372573
286,Argentina,Other,garden,2.476977159923354
287,Argentina,Other,greenhouse,2.1142600485046903
288,Argentina,Other,barn,1.8990268120785398
289,Argentina,Other,garden,2.3610310254707647
290,Argentina,Other,garden,2.968464339781204
291,Argentina,Other,greenhouse,1.5323109806210982
292,Brazil,SPG 2023,greenhouse,1.2399623911908708
293,Brazil,SPG 2023,field,1.4702174895164892
294,Brazil,SPG 2023,field,1.254132727934674
295,Brazil,SPG 2023,farm_site_boundary,1.113991405775485
296,Brazil,SPG 2023,surface_water,1.1542917217777953
297,Brazil,SPG 2023,field,1.533839407503188
298,Brazil,Other,farm_site_boundary,1.0720423444063651
299,Brazil,SPG 2023,field,1.2026348355201903
300,Brazil,SPG 2023,field,1.320873562478611
301,Brazil,SPG 2023,field,1.5189097024546299
302,Brazil,SPG 2023,field,1.5299299135530076
303,Brazil,SPG 2023,field,1.3045824165139426
304,Brazil,SPG 2023,field,1.2278375739316427
305,Brazil,SPG 2023,greenhouse,1.9342898415966254
306,Brazil,SPG 2023,greenhouse,1.9142621321925237
307,Brazil,SPG 2023,greenhouse,1.8060999769467878
308,Brazil,SPG 2023,greenhouse,1.5028343626869565
309,Brazil,SPG 2023,farm_site_boundary,1.2096822125401547
310,Brazil,SPG 2023,farm_site_boundary,1.6786664325765268
311,Brazil,SPG 2023,residence,1.1306085052338108
312,Brazil,SPG 2023,field,1.1667939555047702
313,Brazil,SPG 2023,field,1.1746842670257835
314,Brazil,SPG 2023,field,1.4173451690492869
315,Brazil,SPG 2023,field,1.2981980302869147
316,Brazil,SPG 2023,field,1.2143449997258158
317,Brazil,SPG 2023,field,1.145825229204028
318,Brazil,SPG 2023,field,1.1487671210955643
319,Brazil,SPG 2023,field,1.2283980840776463
320,Brazil,SPG 2023,field,1.3451944121786812
321,Brazil,SPG 2023,field,1.1785730791911033
322,Brazil,SPG 2023,surface_water,1.1530639382670753
323,Brazil,SPG 2023,greenhouse,1.2692503909734114
324,Brazil,SPG 2023,greenhouse,1.3633191332243397
325,Brazil,SPG 2023,greenhouse,1.1212436607792606
326,Brazil,SPG 2023,field,1.1232910596329373
327,Brazil,SPG 2023,field,1.170512165537401
328,Brazil,SPG 2023,field,1.1314002500182907
329,Brazil,SPG 2023,field,1.1469651534439989
330,Brazil,SPG 2023,field,1.279287676001328
331,Brazil,SPG 2023,field,1.168009102816857
332,Brazil,SPG 2023,field,1.287634702036892
333,Brazil,SPG 2023,field,1.2705290052932667
334,Brazil,SPG 2023,field,1.4489743645784625
335,Brazil,SPG 2023,field,1.29815812187439
336,Brazil,SPG 2023,field,1.0847889163163376
337,Brazil,SPG 2023,natural_area,1.8606808069610996
338,Brazil,SPG 2023,field,1.1284953503687605
339,Brazil,SPG 2023,field,2.3617041738809847
340,Brazil,Other,greenhouse,1.1898699394270131
341,Brazil,Other,barn,1.1474929815403776
342,Brazil,Other,field,1.3800780343448689
343,Brazil,SPG 2023,farm_site_boundary,1.3708367153350933
344,Brazil,SPG 2023,residence,1.1204854166594633
345,Brazil,SPG 2023,greenhouse,1.1272174204671983
346,Brazil,SPG 2023,surface_water,1.192448343871497
347,Brazil,SPG 2023,surface_water,1.0952100584669815
348,Brazil,SPG 2023,barn,1.1671188787990536
349,Brazil,SPG 2023,field,1.4843090341439331
350,Brazil,SPG 2023,field,1.5644891951882922
351,Brazil,SPG 2023,field,1.6431638293824866
352,Brazil,SPG 2023,field,1.403844896254159
353,Brazil,SPG 2023,field,1.1975113936392459
354,Brazil,SPG 2023,field,1.6832563197958998
355,Brazil,SPG 2023,field,1.5872212110605042
356,Brazil,SPG 2023,field,1.089724786955662
357,Brazil,SPG 2023,farm_site_boundary,1.3162658337580253
358,Brazil,SPG 2023,field,4.14216886983933
359,Brazil,SPG 2023,field,4.641956935916159
360,Brazil,SPG 2023,field,1.2635204035439083
361,Brazil,SPG 2023,field,4.0636657984658395
362,Brazil,SPG 2023,field,1.9200298496429857
363,Brazil,SPG 2023,field,2.009561291156919
364,Brazil,SPG 2023,field,3.120597191266004
365,Brazil,SPG 2023,field,2.669072972939551
366,Brazil,SPG 2023,field,2.8509133117940313
367,Brazil,SPG 2023,field,3.4951717202558243
368,Brazil,SPG 2023,field,3.263784766795585
369,Brazil,SPG 2023,field,4.225633622949878
370,Brazil,SPG 2023,field,3.9886028683926353
371,Brazil,SPG 2023,field,3.5066321628736676
372,Brazil,SPG 2023,field,1.7028786449622708
373,Brazil,SPG 2023,greenhouse,1.3247059198057232
374,Brazil,SPG 2023,field,3.9139247410348585
375,Brazil,SPG 2023,field,0.9667749115894274
376,Brazil,SPG 2023,natural_area,0.94881026344949
377,Brazil,SPG 2023,natural_area,1.1995258763013454
378,Brazil,SPG 2023,natural_area,1.1629998121903133
379,Brazil,SPG 2023,natural_area,1.561482127728914
380,Brazil,SPG 2023,field,1.0231575702998519
381,Brazil,SPG 2023,field,0.9753621456709306
382,Brazil,SPG 2023,field,0.9098492428980545
383,Brazil,Larisse Local & SPG 2023,garden,1.077016929318742
384,Brazil,Larisse Local & SPG 2023,garden,1.1149808627625484
385,Brazil,Larisse Local & SPG 2023,garden,1.429415117162037
386,Brazil,Larisse Local & SPG 2023,garden,1.0471100222140481
387,Brazil,Larisse Local & SPG 2023,garden,1.1110302886004721
388,Brazil,Larisse Local & SPG 2023,greenhouse,1.4571968426988349
389,Brazil,Larisse Local & SPG 2023,greenhouse,1.3378631412934587
390,Brazil,Larisse Local & SPG 2023,garden,1.1108829863655116
391,Brazil,Larisse Local & SPG 2023,garden,1.2113919299019553
392,Brazil,Larisse Local & SPG 2023,garden,1.2831949321473108
393,Brazil,Larisse Local & SPG 2023,greenhouse,1.2884443964531107
394,Brazil,Larisse Local & SPG 2023,garden,1.0667694311772467
395,Brazil,SPG 2023,field,1.1884337446440874
396,Brazil,SPG 2023,field,1.2694748829086389
397,Brazil,SPG 2023,field,1.5612270090503686
398,Brazil,SPG 2023,field,1.3775732738779063
399,Brazil,SPG 2023,field,1.1412054070074766
400,Brazil,SPG 2023,field,0.9217204631050799
401,Brazil,SPG 2023,garden,0.9729018122690414
402,Brazil,SPG 2023,field,1.4401748032640584
403,Brazil,SPG 2023,field,1.0084900869595967
404,Brazil,SPG 2023,field,1.056427046089132
405,Brazil,SPG 2023,field,1.2328646767147202
406,Brazil,SPG 2023,field,1.559599468534319
407,Brazil,SPG 2023,farm_site_boundary,1.0988168483806677
408,Brazil,SPG 2023,natural_area,1.5442044286532366
409,Brazil,Larisse Local & SPG 2023,field,1.2806060169401765
410,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.5660885061924332
411,Brazil,Larisse Local & SPG 2023,field,1.215135116806489
412,Brazil,Larisse Local & SPG 2023,field,1.0194196742670485
413,Brazil,SPG 2023,farm_site_boundary,0.9608042949499231
414,Brazil,SPG 2023,field,1.2159263764091575
415,Brazil,SPG 2023,natural_area,1.0605936712832378
416,Brazil,SPG 2023,natural_area,0.9631818746593507
417,Brazil,SPG 2023,field,0.9399681138292271
418,Brazil,SPG 2023,farm_site_boundary,1.069189624119904
419,Brazil,SPG 2023,field,1.0299317811017206
420,Brazil,SPG 2023,field,1.0834575254398309
421,Brazil,SPG 2023,field,1.0371393728734852
422,Brazil,SPG 2023,field,0.9379042371307343
423,Brazil,SPG 2023,natural_area,1.0334723934606165
424,Brazil,SPG 2023,natural_area,1.1304965700324041
425,Brazil,Larisse Local & SPG 2023,garden,1.1207252401081886
426,Brazil,Larisse Local & SPG 2023,garden,1.3589700810027223
427,Brazil,Larisse Local & SPG 2023,field,1.236332625874157
428,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.2996555407649786
429,Brazil,Larisse Local & SPG 2023,surface_water,1.0134660328077711
430,Brazil,Larisse Local & SPG 2023,garden,1.1456219525718176
431,Brazil,Larisse Local & SPG 2023,greenhouse,1.8132759130186291
432,Brazil,Larisse Local & SPG 2023,field,1.4191396886086842
433,Brazil,Larisse Local & SPG 2023,residence,1.1627317610776629
434,Brazil,Larisse Local & SPG 2023,natural_area,1.4512661260976443
435,Brazil,Larisse Local & SPG 2023,barn,1.0810985942021014
436,Brazil,Larisse Local & SPG 2023,garden,1.2998261137811105
437,Brazil,Larisse Local & SPG 2023,barn,1.0888820530344134
438,Brazil,Larisse Local & SPG 2023,barn,1.0698587191575621
439,Brazil,Larisse Local & SPG 2023,residence,1.140674471636877
440,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.5633248092985854
441,Brazil,Larisse Local & SPG 2023,surface_water,1.0656373260751475
442,Brazil,Larisse Local & SPG 2023,natural_area,1.4330479677571761
443,Brazil,Larisse Local & SPG 2023,natural_area,4.848612637686727
444,Brazil,Larisse Local & SPG 2023,natural_area,2.61077512384447
445,Brazil,Larisse Local & SPG 2023,garden,1.5595808467095067
446,Brazil,Larisse Local & SPG 2023,natural_area,2.570832664538971
447,Brazil,SPG 2023,farm_site_boundary,1.0706288134140107
448,Brazil,SPG 2023,farm_site_boundary,1.2947971266922331
449,Brazil,SPG 2023,farm_site_boundary,0.9863361196093305
450,Brazil,SPG 2023,farm_site_boundary,1.119024668735393
451,Brazil,SPG 2023,field,1.7707801220611894
452,Brazil,SPG 2023,natural_area,0.9716875137873681
453,Brazil,SPG 2023,field,0.9863434616409572
454,Brazil,SPG 2023,field,1.4135169610701068
455,Brazil,SPG 2023,field,1.1655269904402241
456,Brazil,SPG 2023,natural_area,1.005864323118136
457,Brazil,SPG 2023,field,1.1823016050709534
458,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.0859946927516797
459,Brazil,SPG 2023,field,0.9559452098128914
460,Brazil,SPG 2023,field,1.0157506905336444
461,Brazil,SPG 2023,field,1.0055728440440714
462,Brazil,SPG 2023,field,1.6161427746247983
463,Brazil,SPG 2023,field,0.9187108390409411
464,Brazil,SPG 2023,field,1.0943934871266972
465,Brazil,SPG 2023,field,0.8764052055632698
466,Brazil,SPG 2023,field,0.8837219898203265
467,Brazil,SPG 2023,natural_area,0.9091329852456259
468,Brazil,SPG 2023,field,1.276574308340038
469,Brazil,SPG 2023,natural_area,1.0278130777130061
470,Brazil,SPG 2023,natural_area,2.09016871890544
471,Brazil,SPG 2023,field,1.2512392054213053
472,Brazil,SPG 2023,surface_water,1.0347121020200962
473,Brazil,SPG 2023,surface_water,1.2693768738298268
474,Brazil,SPG 2023,field,0.9168891638188867
475,Brazil,SPG 2023,natural_area,0.9881859038060756
476,Brazil,SPG 2023,natural_area,1.1080340653440632
477,Brazil,SPG 2023,natural_area,1.1337683596240755
478,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.3866462151589447
479,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.4300904620741859
480,Brazil,SPG 2023,farm_site_boundary,0.926187137493723
481,Brazil,Larisse Local & SPG 2023,barn,1.1231931200237881
482,Brazil,Larisse Local & SPG 2023,barn,1.0889785074995013
483,Brazil,Larisse Local & SPG 2023,barn,1.0874613552274293
484,Brazil,Larisse Local & SPG 2023,barn,1.0869803707360137
485,Brazil,Larisse Local & SPG 2023,barn,1.0843499423553622
486,Brazil,Larisse Local & SPG 2023,garden,1.174865612086202
487,Brazil,Larisse Local & SPG 2023,garden,1.227912311581399
488,Brazil,SPG 2023,garden,1.1159523925843213
489,Brazil,SPG 2023,field,1.3308076547179428
490,Brazil,Larisse Local & SPG 2023,garden,1.5333876067167356
491,Brazil,Larisse Local & SPG 2023,residence,1.1920966432929976
492,Brazil,Larisse Local & SPG 2023,barn,1.0792808940690322
493,Brazil,SPG 2023,field,1.2038415243166931
494,Brazil,Larisse Local & SPG 2023,garden,1.1628133818658426
495,Brazil,Larisse Local & SPG 2023,garden,1.7347880031254235
496,Brazil,Larisse Local & SPG 2023,garden,1.0348456628013614
497,Brazil,Other,natural_area,1.0698067249235839
498,Brazil,Other,field,1.0961384335764608
499,Brazil,Larisse Local & SPG 2023,barn,1.112148153883916
500,Brazil,Larisse Local & SPG 2023,garden,1.5126600195634765
501,Brazil,Larisse Local & SPG 2023,garden,1.3800516639409084
502,Brazil,Larisse Local & SPG 2023,garden,1.2240120050613807
503,Brazil,Larisse Local & SPG 2023,garden,1.5762333300601672
504,Brazil,Larisse Local & SPG 2023,garden,1.147325631160334
505,Brazil,Larisse Local & SPG 2023,garden,1.1386770508574247
506,Brazil,Larisse Local & SPG 2023,garden,1.110012229950871
507,Brazil,Larisse Local & SPG 2023,surface_water,1.0394884697573568
508,Brazil,Larisse Local & SPG 2023,natural_area,1.781297502574184
509,Brazil,Larisse Local & SPG 2023,garden,1.1008115640152698
510,Brazil,Larisse Local & SPG 2023,garden,1.3870985094356165
511,Brazil,Larisse Local & SPG 2023,garden,1.0768329190456403
512,Brazil,Larisse Local & SPG 2023,garden,1.1888686642960884
513,Brazil,Larisse Local & SPG 2023,residence,1.0513261039867603
514,Brazil,Larisse Local & SPG 2023,garden,1.8504627411592436
515,Brazil,Larisse Local & SPG 2023,garden,1.365157147506824
516,Brazil,Larisse Local & SPG 2023,farm_site_boundary,1.3174144129378103
517,Brazil,Larisse Local & SPG 2023,surface_water,1.1004177467180776
518,Brazil,Larisse Local & SPG 2023,surface_water,1.0414868793865912
519,Brazil,Larisse Local & SPG 2023,surface_water,1.0865829382703929
520,Brazil,Larisse Local & SPG 2023,barn,1.0799385395422054
521,Brazil,Larisse Local & SPG 2023,barn,1.07610153044007
522,Brazil,Larisse Local & SPG 2023,garden,1.2215659122123035
523,Brazil,Larisse Local & SPG 2023,garden,1.3386523558916437
